公司简称,变动数量(万股),占总股本比例,变动后持股总数(万股),变动后占总股本比例,涨跌幅
东南网架,6296.2224,6.0831,24980.1336,2.0124999999999997,-1.92
东吴证券,12445.8454,4.04,980095.3789,17.87578947368421,-0.39000000000000007
东土科技,6213.5437,18.2717,34684.0818,0.48169312169312173,0.9893805309734514
东安动力,2860.0,6.1896,47518.6,51.42,-1.325
东宏股份,5108.8309,18.5777,134287.2154,8.313174603174604,-0.9157575757575757
东宝生物,16901.1105,28.6642,126173.6926,6.5406382978723405,-0.04071428571428578
东山精密,22359.184,13.5736,179719.72,2.8602564102564103,-0.03564102564102562
东方中科,595.0545,4.7292000000000005,21007.3661,4.894375,3.2528125
东方创业,2835.36,5.4291,222791.87820000004,71.10000000000001,0.10999999999999999
东方园林,64146.8467,24.9008,2450662.0016,16.196315789473687,0.7982432432432434
东方国信,2722.0716,15.5134,10147.1594,6.4879999999999995,-0.725
东方日升,27011.0362,31.4952,4827166.4669,6.435390156062425,-2.234909963985594
东方时尚,17636.5236,28.0868,406541.519,24.68166666666667,-4.926363636363636
东方明珠,4162.8646,2.6044,4401854.6323,42.98692307692308,0.6128571428571429
东方材料,441.01199999999994,0.0,0.0,,-0.9733333333333333
东方生物,2972.9836999999998,22.6348,39169.693,3.932289156626506,0.8683720930232559
东方电气,1820.92,0.7702,197414.4126,6.496923076923077,0.10769230769230768
东方电热,8064.74,19.2172,52627.908,5.807906976744186,-2.568510638297872
东方电缆,6404.0432,11.2132,124475.85339999999,13.460869565217392,-0.45826086956521744
东方盛虹,60232.5747,12.8504,124666.402,0.91,-1.5455172413793103
东方精工,22187.3936,13.6893,600572.9918,5.251343283582089,1.32
东方能源,8040.4558,16.1442,14536.5704,1.67,-1.373913043478261
东方航空,9754.0,0.624,8585.720000000001,0.1475,2.198
东方证券,33051.81,4.8048,219359.8876,1.06,-1.6463636363636363
东方财富,49669.024,43.543,146096.9447,1.9575471698113207,-2.254318181818182
东方通,16667.1491,68.9599,291856.0894,3.4025000000000003,3.8612655086848635
东方通信,27745.8964,22.1792,815151.6298999999,17.08157894736842,0.5186842105263159
东方钽业,29.64,0.06,29.64,0.03,-0.6399999999999999
东方铁塔,18754.602,15.0744,554724.4092,9.289166666666667,-0.87
东方银星,23319.9287,156.6995,98778.3688,8.574666666666667,0.21514285714285725
东方锆业,496.4889,0.6536,615.9375,0.196,-2.3703448275862073
东方集团,13017.9304,3.6370999999999998,1014168.2903,11.381666666666668,-1.0766666666666667
东方雨虹,9901.133,3.9184,13085.6454,0.6475,-4.47375
东旭光电,243496.3613,57.6028,1307978.7654,3.414862385321101,0.6181818181818182
东旭蓝天,28141.2324,12.4334,510168.7649,15.896666666666667,-1.0418867924528301
东易日盛,1569.81,4.9698,206773.2195,37.794,0.4833333333333333
东晶电子,6225.2939,20.903,34776.3485,5.100357142857143,2.1490322580645165
东材科技,30965.6388,39.0462,379852.5976,24.676399999999997,-1.671470588235294
东杰智能,10125.019,50.0998,52430.3053,1.7657738095238094,-1.3289189189189188
东江环保,20851.0026,28.1818,79656.0777,4.309166666666667,-0.12859649122807015
东港股份,38781.2919,90.5962,814436.5092,12.23928622754491,-0.5516279069767442
东湖高新,22673.0708,35.1911,62665.439300000005,9.881,-0.6033333333333332
东珠生态,2292.4748,3.5391,3276.4461,0.48857142857142855,-0.4781481481481481
东百集团,47140.8053,56.8726,440873.04850000003,16.134423076923078,-0.8076271186440678
东睦股份,4281.4048,9.9219,29977.0448,5.457142857142857,-1.2268749999999997
东莞控股,620.0,0.5965,217255.857,41.798,-0.688
东诚药业,24706.2319,56.2224,295348.4208,4.692790697674418,-0.6582835820895523
东软载波,8577.0,19.1235,13852.0,4.7588888888888885,3.0655555555555556
东软集团,65233.6621,52.6236,543258.275,9.720444444444444,1.650888888888889
东阳光,145306.9652,77.4027,1798908.1939,12.745813953488371,-3.054505494505494
东阿阿胶,11367.9762,17.3953,66151.2499,5.620555555555556,0.9438888888888888
东风汽车,4501.5031,2.2389,6571.5724,0.25153846153846154,1.6484615384615384
东风科技,273.4,0.8826,353.4,0.28500000000000003,-0.44
东风股份,59981.9034,44.2589,415708.6988,4.292619047619048,-0.4779347826086957
丝路视觉,1175.0172,10.2958,69377.75779999999,6.0587128712871285,-1.0904950495049506
中交地产,2683.83,7.3734,39747.1968,5.934736842105263,0.14684210526315794
中京电子,2772.7347,7.9418999999999995,126943.2633,12.870000000000001,2.973333333333333
中信国安,40142.9193,18.9129,177697.18469999998,18.884999999999998,-0.5137499999999999
中信建投,13245.2196,1.7328000000000001,114893.7804,5.01,-1.3833333333333335
中信海直,188.26,0.32,188.26,0.16,0.095
中信证券,222618.76,18.3318,2731388.8395,6.315526315789474,-1.1564999999999999
中储股份,34786.9862,27.3008,997301.6146,17.125999999999998,-0.17833333333333332
中元股份,1804.8429,11.0027,4817.8309,0.7532653061224489,-2.524396551724138
中光学,3416.953,13.8853,33528.8692,5.26,0.536
中光防雷,10989.422,37.3802,600402.274,16.126241134751773,0.46758865248226944
中公教育,9990.713,31.834699999999998,77747.7035,7.560882352941176,-2.627317073170732
中公高科,278.57,4.1963,2721.14,4.535555555555556,-4.367777777777778
中关村,5420.1884,8.0367,38617.5876,8.175714285714285,-0.6485714285714286
中兴商业,25819.6875,90.04899999999999,226449.8768,5.809652173913044,0.18869565217391304
中兴通讯,61325.3166,13.6469,2646562.6099,24.465833333333332,1.81375
中兵红箭,18729.0838,10.734,124963.1225,2.6551428571428572,0.37959999999999994
中再资环,3150.4069,4.0889,29245.6372,4.851428571428571,-1.6042857142857143
中农立华,2240.0,11.6632,10128.08,4.3933333333333335,-0.3475
中创环保,28157.5165,82.296,205745.8802,5.067391304347826,-0.7625373134328357
中利集团,28857.4371,29.1321,69444.2919,3.025161290322581,-0.28
中化国际,4261.52,2.0172,25587.3404,0.5572727272727273,0.4081818181818182
中华企业,23940.454999999998,5.6518,6610953.4987,62.88958333333333,-0.13461538461538464
中南建设,128289.3034,32.6928,7894610.5421,45.17842105263158,0.08374999999999992
中南文化,6435.0324,1.6813,22900.370000000003,1.3138095238095238,-0.663076923076923
中原传媒,4059.9312,8.1144,11421.5334,0.8888888888888888,0.1859259259259259
中原内配,1776.0,0.0,0.0,,0.8766666666666666
中原环保,2634.1661,9.7758,57866.9082,30.678571428571427,-1.5985714285714285
中原证券,97615.5929,20.2539,1892961.0122,10.446904761904763,0.34163265306122453
中原高速,19871.9916,8.8408,70040.1176,15.58,-1.37
中嘉博创,69070.5661,79.53960000000001,951207.3299,9.086333333333332,-0.36288
中国东航,4589.82,0.3049,5478.360000000001,0.19,-0.41
中国中免,1060.2884,1.0859,75037.9106,8.541111111111112,-1.5533333333333335
中国中期,2775.48,12.067499999999999,29539.739999999998,21.405,-1.2966666666666666
中国中车,2551.1971,0.0,0.65,0.0,-1.0354545454545454
中国中铁,5853.68,0.257,8184935.945,52.26571428571429,-1.577142857142857
中国交建,70.0,0.0042,5162543.653,63.834,-1.018
中国人保,143345.5944,3.2409,5792541.6096,14.553333333333333,-0.8433333333333334
中国人寿,18.0,0.0,0.0,,-0.8266666666666667
中国动力,28480.9876,18.6589,1176773.0463,17.1235,0.028500000000000004
中国化学,82363.4841,16.6902,2034119.3748,17.92695652173913,-2.705217391304348
中国卫星,7457.3021,3.249,4162.8523,0.3933333333333333,0.08142857142857142
中国国航,17663.1235,1.2162,2211858.2723,10.548124999999999,0.587
中国外运,50860.198500000006,6.8727,4716625.8672,23.604444444444443,-1.3233333333333335
中国天楹,3417.8254,5.1486,250125.1938,15.844545454545454,-1.1772727272727272
中国太保,17271.3419,1.3,208560.2772,5.42,-1.1314285714285715
中国宝安,142178.8662,53.8729,1421646.9514,7.268481012658229,-2.547127659574468
中国巨石,1978.2076,2.0718,157628.6099,13.74,0.1200000000000001
中国平安,71329.5313,3.87,70819.5313,0.14333333333333334,-0.8806666666666666
中国建筑,3981092.1373,67.78,27520367.9272,21.9715,-0.6210344827586207
中国核建,520.0,0.198,61850.0,11.78,0.16999999999999993
中国核电,2316.62,0.14759999999999998,5475876.785,70.358,-0.6671428571428571
中国武夷,11637.1983,13.111600000000001,938503.577,26.4715625,-1.746875
中国汽研,2228.2506,1.5826000000000002,2336.5996,0.484,-1.7085714285714286
中国海防,14791.508100000001,34.7363,615952.993,40.81421052631579,0.3929710144927537
中国电建,25092.4758,2.5491,7239155.445599999,73.35374999999999,-0.5062500000000001
中国电研,466.5568,1.1532,15131.4432,9.35,1.82
中国石化,94470.4372,0.8059000000000001,128660566.8934,72.854,0.796
中国石油,123966.93,0.6774,44279232.7308,80.65,1.7233333333333334
中国神华,1745.5784,0.08760000000000001,5812089.103399999,73.055,-0.02499999999999991
中国联通,58219.9419,2.736,9298545.514,25.804117647058824,0.6905882352941176
中国船舶,21247.5603,15.4347,166331.46360000002,10.972727272727273,0.05181818181818172
中国西电,33255.8025,6.906499999999999,3186539.8136,36.03944444444445,-1.3916666666666666
中国软件,15565.4643,22.471899999999998,305443.86939999997,17.646,3.101714285714286
中国重工,426237.42189999996,21.5535,19738969.9769,20.30159090909091,-0.6818032786885245
中国重汽,1607.6936,2.551,2452.4936,0.11937500000000001,-1.818125
中国铁建,230.0,0.0186,1513479.1,61.34,-0.74
中国铁物,27843.6798,17.4495,1016135.2748,21.233333333333334,0.08933333333333332
中国铝业,97736.5258,6.6491,4613716.9198,28.226363636363637,-2.6850000000000005
中国银行,109476.7352,0.40090000000000003,151302674.3949,38.71714285714285,-0.20357142857142857
中国长城,39234.6493,14.269,975020.5541000001,20.758125,4.941052631578947
中国高科,3247.6338,9.3434,47310.8964,14.381428571428572,0.8977777777777778
中大力德,2954.7799999999997,33.966,100882.19,4.054887459807074,-0.00559485530546623
中天科技,805.7580999999999,1.0296,7045.037,5.0,0.9111627906976743
中天金融,21540.454400000002,3.0929,2939571.0592,38.50545454545455,-1.1636363636363638
中央商场,4560.0,7.9425,74998.004,26.125999999999998,-4.0600000000000005
中威电子,2421.1915,7.5321,5194.947099999999,0.8925000000000001,0.4708695652173913
中孚信息,863.3288,1.3835,13947.7708,4.744,2.1535849056603773
中宠股份,2293.9597,15.1464,390800.8951,19.32330985915493,-0.8113380281690141
中密控股,3835.8101,16.6559,214454.2777,19.70047619047619,0.25430769230769235
中富通,5963.524,30.2497,21627.2937,1.651948051948052,0.8873493975903615
中山公用,5532.3117,3.7415,2322487.0092,40.36974358974359,-0.3548717948717949
中工国际,5970.0372,7.4672,426408.1065,11.076600000000001,-1.4305555555555556
中广天择,3488.2526,24.268,27716.4314,3.6874603174603173,2.612173913043478
中广核技,4623.0291,4.3655,96633.18280000001,3.061,-0.3862162162162161
中建环能,547.5332,1.0432000000000001,245.548,0.2333333333333333,-1.72
中微公司,4444.6198,8.1431,68024.6864,2.06,0.5406557377049179
中恒电气,2625.5699999999997,4.6539,5261.31,1.0366666666666666,-0.7633333333333332
中恒集团,73356.3555,21.0602,5515551.9637,7.486415094339622,-0.6153639846743294
中成股份,3892.2200000000003,13.145299999999999,97828.7131,33.052,-0.8500000000000002
中持股份,2174.9361,20.5442,20818.9433,3.2874576271186444,-0.04322033898305083
中文传媒,5689.7676,4.1427,51845.3364,1.1759374999999999,0.0015624999999999944
中文在线,1682.4299999999998,2.31,10911.1815,3.0,-0.18142857142857144
中新赛克,3179.5573,27.0058,34543.8919,3.0907291666666663,0.860909090909091
中新集团,2698.0,1.8,10792.0,3.6,-0.37500000000000006
中旗股份,2906.4513,30.3746,33336.6365,2.8538297872340426,2.0182978723404252
中晟高科,1121.3174,10.8054,42604.7568,7.711935483870968,0.7924615384615386
中曼石油,21088.1736,45.2937,167281.2564,4.861744186046511,2.9664130434782607
中材国际,44110.6155,29.9296,344922.202,3.6841558441558444,-1.6463366336633662
中材科技,8.66,0.0,11.36,0.0,0.11416666666666668
中材节能,1495.2,2.4428,1664.44,0.68,1.99
中来股份,6959.8652,22.4381,100919.8927,5.914634146341464,-4.627857142857143
中核科技,6669.274,19.85,53133.3094,7.824,-0.21185185185185193
中核钛白,64209.3876,29.1485,227037.6242,5.214444444444444,-0.6741176470588237
中毅达,12266.3563,11.4253,155976.6555,8.088333333333333,-7.022758620689655
中水渔业,7.8708,0.0246,12998.58,20.34,-2.06
中油工程,1723.0711999999999,2.9872,25459.8216,8.808,1.552
中泰化学,82581.8186,39.4286,1527399.775,0.9503776041666666,-2.825984682713348
中泰股份,1572.5,4.1584,77954.431,7.361428571428571,-0.5946428571428571
中洲控股,49292.8573,86.3706,1289422.112,19.411081081081083,-0.5098305084745763
中海油服,60.0,0.0126,723200.3999999999,50.52,1.2066666666666668
中海达,2744.5135,4.3683,7602.1777999999995,1.4516666666666669,-0.11599999999999996
中润资源,58550.7321,45.9501,545899.7329,11.7514,5.278148148148149
中源协和,10955.887200000001,25.8069,140379.1651,9.42081081081081,0.8105
中潜股份,3538.3083,20.2275,16106.8525,1.523090909090909,-1.1745454545454543
中炬高新,36326.8923,45.602199999999996,172452.7542,13.53,-1.7575
中煤能源,66931.8861,3.2500999999999998,2311342.952,11.621999999999998,-2.0411764705882356
中牧股份,11779.6523,13.2479,342527.2556,30.438846153846153,-1.6289655172413793
中环环保,12725.1798,71.4945,324046.0355,3.5046678321678324,1.085
中环股份,116135.1274,52.3294,961255.8773,7.9329629629629625,-3.0159649122807015
中环装备,9137.0323,37.1742,376377.0939,4.397294117647059,-1.916051136363636
中电兴发,26675.7756,38.4325,96005.3346,2.7977966101694913,-0.7358461538461539
中电环保,435.7708,0.5665,520.8785,0.1925,-0.72
中电电机,5397.4673999999995,22.9476,71888.4252,14.554285714285713,-0.44999999999999996
中百集团,86111.9233,111.5338,423391.6149,8.881142857142857,-1.1836986301369865
中盐化工,5896.1092,13.0837,415229.3157,31.343200000000003,-2.9048
中直股份,8135.9277,13.7782,84801.1272,7.57,0.6495238095238095
中石科技,4877.0395,20.6268,395225.7097,2.9485146804835924,0.7365748709122202
中矿资源,3546.6403,15.8461,41195.0383,4.812558139534883,-2.8466666666666667
中科三环,6500.1679,7.5053,16778.1868,1.4558333333333333,-0.7933333333333333
中科云网,33979.53,38.716699999999996,145117.95,5.753478260869565,0.5295918367346938
中科信息,4674.4756,25.9714,253047.346,20.374347826086954,1.1184057971014494
中科创达,4669.9127,11.595,140039.6266,5.698688524590164,2.2718032786885245
中科曙光,9169.5,14.2577,166007.0944,8.901724137931033,2.003448275862069
中科电气,7567.8188,9.4195,9932.0109,1.468,-0.0018750000000000433
中科软,1696.0,3.9948,6368.0,3.75,0.855
中科金财,3116.5076,24.5006,23771.2526,5.033888888888889,-0.39016949152542374
中简科技,19964.401,49.3771,961337.0009,4.955381443298969,1.8963505154639178
中粮科技,8763.6296,9.085799999999999,240051.11119999998,17.77857142857143,-0.40999999999999986
中粮糖业,60828.439,29.6454,939944.6328,20.822272727272725,1.1099999999999999
中粮资本,4604.469,9.892,21579.634,11.59,-0.815
中联重科,171836.253,22.1967,558282.7704,4.827333333333333,-2.396
中能电气,7806.2799,32.3477,26250.3698,3.536060606060606,-2.942727272727273
中航产融,12417.506,1.4677,3099747.0178,23.37842105263158,5.11
中航光电,1656.73,2.5428,179077.8766,5.81325,-0.437659574468085
中航机电,34215.559199999996,27.7572,54933.4279,1.6275,0.7435135135135135
中航沈飞,18666.8865,13.928600000000001,338742.26,16.905,0.30724137931034484
中航电子,17999.9525,10.2439,133225.3107,2.913846153846154,1.3084615384615383
中航电测,4745.9824,10.268,241471.1192,15.213335483870969,-1.9458064516129034
中航西飞,2980.302,1.1131,62682.1789,0.8055172413793104,2.4803225806451614
中航资本,23211.3498,2.6742,5182472.0504,22.6828125,-0.07575757575757576
中航重机,12876.2,16.5548,93577.32,9.253846153846153,-0.6369230769230769
中航高科,50170.5475,35.8028,470826.0218,3.6347311827956994,1.0031481481481481
中船科技,596.298,1.3086,81.78,0.03,-0.5599999999999999
中船防务,6893.6348,4.4578,1671272.3752000001,34.77470588235294,-0.43690476190476185
中色股份,17189.8266,9.4585,81870.3,5.413333333333333,-2.541111111111111
中芯国际,280.0,0.0354,9504.373,1.2,2.19
中衡设计,351.6,0.0,0.0,,-0.9466666666666667
中装建设,23675.8045,36.6094,967455.4587,2.7490199637023593,-0.3086775362318841
中视传媒,5537.5928,16.7071,14098.2353,4.726666666666667,-0.2911111111111111
中设股份,328.344,3.7746,2775.864,2.374615384615385,-0.6923076923076923
中谷物流,434.2028,0.5114,236279.8344,63.27,2.974
中贝通信,2650.11,7.8507,29735.579999999998,5.872,0.5466666666666666
中超控股,35506.588,67.836,1095113.9361,27.627627118644067,1.0913793103448277
中路股份,3647.07,11.3321,435573.0356,36.6227027027027,-1.2890243902439025
中达安,4535.6746,33.2783,65492.5573,4.00425,-0.9353333333333331
中远海发,84010.55600000001,4.7851,2673238.8652000003,9.962173913043477,0.8955172413793103
中远海控,1300.0,0.1271,5396685.744,52.824,-1.2619999999999996
中远海特,10963.097000000002,5.138299999999999,528298.6372,30.009000000000004,-2.9859999999999998
中远海科,1751.403,5.7798,133274.4166,33.80769230769231,-0.2961538461538462
中远海能,13541.3996,3.3522,315757.6986,13.049999999999999,-0.515
中通客车,2964.2418,10.005799999999999,37458.6366,15.79375,-0.855
中金岭南,31784.1149,10.2894,159396.0813,2.2475862068965515,0.14241379310344812
中金环境,48456.092899999996,34.8181,831471.1513,9.073333333333334,-0.8050769230769231
中金黄金,31972.4257,10.7517,1107689.5449,10.878529411764706,0.08176470588235299
中钢国际,150.12,0.1476,555.9,0.01142857142857143,-2.243333333333333
中钢天源,3832.97,4.949999999999999,1351.52,0.021244635193133046,-1.336666666666667
中铁工业,38507.4139,19.936,1162989.2607,16.79439024390244,-0.8104545454545454
中铁装配,2417.1603,9.8292,73078.5503,6.911627906976744,-1.370232558139535
中银证券,34833.9986,12.5363,357022.1507,7.137777777777777,-1.2461111111111114
中锐股份,18757.574099999998,20.8526,200798.8672,5.480416666666667,-1.3125000000000002
中闽能源,10652.6392,8.5393,375973.36970000004,34.10272727272727,-0.012727272727272738
中际旭创,19861.2272,30.9935,167697.09949999998,2.3185820895522387,6.351264367816091
中集集团,3321.2145,0.5967,5919.9894,0.55,-1.5166666666666666
中青宝,2136.17,7.9848,40092.06,12.674999999999999,-1.0937142857142856
中青旅,15946.545399999999,22.7423,57200.554,2.261944444444444,0.22410256410256407
中顺洁柔,21359.0307,14.2129,39702.7724,3.4116129032258065,-2.39725
中颖电子,8680.6638,49.8352,269358.9226,7.855418719211823,0.42433497536945824
中飞股份,2906.8518,32.0278,65386.3202,3.2457657657657655,-0.24450450450450464
中鼎股份,28738.259299999998,23.0056,1413020.4257,36.53454545454546,-2.435
丰乐种业,5612.793500000001,17.4755,157732.4781,9.102888888888888,0.962
丰元股份,1162.92,11.997300000000001,4059.297,4.653333333333333,-1.61
丰原药业,90.0,0.28800000000000003,5575.9673999999995,5.95,-2.4466666666666668
